  R.A.         Dec.      Mag     V     SigV
201.07042   -31.16917   16.40   10057   139
201.07125   -30.24750   0.00    4366    30
201.07583   -31.70833   17.40   13888   18
201.07792   -31.84222   18.10   16109   51
201.07833   -31.64472   14.66   14390   176
201.08042   -31.70833   16.48   13889   39
201.09000   -28.99167   0.00    45593   49
201.09083   -31.71528   18.17   15286   51
201.09333   -32.89500   14.36   14251   135
201.09458   -36.08750   16.00   15224   86
201.09500   -31.70667   15.50   14370   23
201.09583   -31.60861   17.52   14556   50
201.10417   -34.81861   17.00   36591   48
201.10458   -29.70306   17.35   9845    158
201.10583   -30.25083   14.43   3634    98
201.10792   -31.68833   16.81   13881   21
201.11000   -29.21167   17.00   32053   24
201.11042   -31.86472   17.43   14978   62
201.11375   -31.81278   17.79   14966   60
201.12000   -30.43139   15.00   3927    22
201.12292   -33.97639   15.35   14827   87
201.12500   -34.63083   15.20   14835   54
201.12500   -34.63083   15.20   14835   54
201.13250   -35.03611   16.90   30651   54
201.13333   -31.68750   18.54   14117   70
201.14000   -34.73250   15.40   28855   32
201.14000   -36.92056   16.50   19760   81
201.14375   -34.95472   16.80   30714   95
201.14667   -33.66611   15.40   8765    92
201.14917   -37.11500   15.90   28671   22
201.15083   -30.97194   16.67   485 3
201.15125   -31.79472   19.39   35322   122
201.15500   -31.73917   19.18   13967   162
201.15708   -32.48000   17.30   14404   35
201.15792   -36.31556   16.30   11853   70
201.16292   -32.10917   16.62   13650   59
201.16292   -30.68083   18.00   14533   100
201.16417   -30.39972   16.70   4398    17
201.16792   -31.64500   18.67   14296   67
201.17500   -27.51639   16.10   10474   10
201.17542   -31.53389   19.60   14339   72
201.17875   -36.29722   15.14   10771   96
201.17917   -31.54417   18.73   13919   61
201.18917   -28.66972   15.50   34694   11
201.19042   -36.85167   0.00    55833   69
201.19125   -34.30639   16.10   15064   24
201.19292   -31.74611   18.24   15437   137
201.19458   -31.67611   18.23   35135   42
201.19833   -31.34167   15.98   9626    82
201.20167   -30.05944   0.00    27303   33
201.20208   -34.37583   15.04   8371    106
201.20208   -30.53639   17.73   27348   39
201.20667   -30.39361   16.00   4762    50
201.21000   -30.30750   13.06   3976    15
201.21042   -31.56056   16.00   14773   14
201.21125   -30.33028   17.30   4432    15
201.21167   -28.87139   16.70   23330   38
201.22000   -30.60806   18.53   27234   34
201.22083   -30.34167   0.00    4662    26
201.22083   -31.69750   18.15   35038   44
201.22333   -30.33361   14.06   4788    13
201.22875   -32.42639   15.20   12236   45
201.23000   -28.88778   16.40   23405   61
201.23167   -29.88278   18.60   32789   90
201.23250   -30.74778   17.57   27310   35
201.23292   -31.04056   17.91   15658   101
201.23625   -28.52417   16.10   12787   62
201.24042   -27.54306   16.00   9908    10
201.24542   -31.74250   18.19   14461   66
201.25042   -31.76389   17.11   14193   29
201.25417   -31.53306   17.60   14423   47
201.25708   -32.19778   16.81   14393   32
201.26292   -29.28333   16.30   22360   45
201.26375   -31.66806   18.91   13880   10
201.26625   -31.54583   17.69   14038   33
201.26875   -29.05611   16.80   23300   31
201.26958   -31.70750   18.77   35094   58
201.27667   -33.35083   15.90   13767   25
201.27958   -29.99722   17.75   14005   35
201.28000   -29.50667   18.03   13925   26
201.28375   -27.81944   16.00   10861   10
201.28917   -30.20889   0.00    10354   34
201.29208   -33.91139   15.94   27194   132
201.29750   -31.53222   19.24   22709   65
201.29792   -31.64417   18.01   14291   10
201.29917   -36.98222   15.40   10841   34
201.30208   -33.65556   14.35   7720    6
201.30417   -30.33944   17.77   4374    20
201.30750   -28.78167   17.07   1764    5
201.30917   -37.36083   16.80   35053   98
201.30958   -28.95528   16.10   23097   19
201.31125   -30.54556   15.00   4225    26
201.32792   -31.70611   18.71   13792   15
201.33583   -30.53611   0.00    27458   29
201.33750   -32.90750   15.15   7952    27
201.33750   -32.90750   15.15   7952    27
201.33750   -27.51583   16.00   13030   45
201.34958   -30.90194   17.86   14171   144
201.34958   -29.83306   18.09   14490   83
201.35458   -37.27667   16.90   19719   23
201.35625   -30.06361   0.00    7   35
201.35875   -31.48444   18.67   10545   34
201.35875   -31.44139   18.82   12553   100
201.36000   -31.77361   17.89   13753   27
201.36083   -29.67611   16.70   10126   46
201.36208   -33.79556   15.00   8008    21
201.36625   -31.46278   17.72   12825   56
201.38125   -30.41778   16.30   9720    40
201.38625   -31.49306   18.08   17165   90
201.38667   -37.37889   15.63   1435    0
201.38792   -32.51306   16.80   13866   36
201.39125   -27.58306   15.00   10841   45
201.39125   -31.51139   17.16   14006   38
201.39542   -29.24111   15.40   23091   33
201.39833   -30.07667   0.00    4413    10
201.39833   -30.33611   17.53   14050   13
201.40458   -32.74306   0.00    7884    120
201.40625   -30.16083   15.80   4051    38
201.40750   -32.76028   16.50   7885    120
201.40833   -36.58889   15.34   15208   42
201.42125   -30.14278   0.00    4458    48
201.42125   -28.86889   16.80   14018   17
201.42208   -30.27750   16.60   4066    36
201.42250   -29.82639   0.00    4112    20
201.42292   -36.77972   16.20   19746   46
201.42583   -31.89861   17.68   14703   33
201.42792   -29.54472   15.00   10041   10
201.43333   -29.83361   12.88   4112    17
201.43708   -28.50972   16.70   14143   160
201.43833   -29.07972   16.50   23135   38
201.44875   -31.42667   17.43   12895   76
201.45208   -37.28389   15.44   10225   123
201.45958   -30.11278   0.00    14156   38
201.45958   -32.14833   15.77   13853   41
201.46292   -31.99417   16.85   14847   35
201.46333   -27.62694   15.14   11857   40
201.46542   -31.80111   18.40   13574   17
201.46750   -37.29611   16.00   18917   64
201.46833   -31.77972   16.84   14314   24
201.47542   -30.47167   16.10   4180    16
201.47833   -31.91389   18.11   15809   68
201.48458   -31.70889   16.72   14171   35
201.48750   -35.84306   0.00    15259   120
201.49500   -28.57611   0.00    14180   120
201.49958   -35.85139   0.00    15259   120
201.49958   -28.58028   15.40   14294   41
201.51042   -29.80389   16.60   14152   79
201.51792   -32.12944   14.89   2430    8
201.52083   -31.65833   18.17   14461   39
201.52292   -37.17250   17.30   10664   17
201.52292   -31.88556   17.65   13857   34
201.52583   -31.13250   18.66   13998   103
201.53125   -31.31750   18.81   3994    131
201.53958   -27.64667   16.00   10192   45
201.55000   -29.89083   15.50   4176    46
201.55000   -36.66583   15.50   19369   17
201.55208   -28.32806   16.30   12568   74
201.55417   -37.02778   16.80   20187   69
201.55583   -36.90222   16.60   28940   24
201.56167   -37.04556   15.98   19958   150
201.57167   -32.15611   19.09   14344   112
201.57208   -31.64611   17.80   39810   37
201.57792   -30.96056   15.79   14212   107
201.57917   -29.07111   15.80   13872   57
201.57958   -31.39583   17.04   14021   65
201.58750   -31.46611   16.23   13667   24
201.58958   -36.74944   16.70   23339   120
201.59042   -33.86833   12.77   3879    21
201.59083   -31.57000   17.40   13573   37
201.59167   -28.92083   16.10   13914   74
201.59167   -31.75083   18.56   14778   35
201.59208   -30.58194   15.10   10229   66
201.60750   -31.45583   16.78   13749   5
201.61042   -31.56944   18.78   34921   18
201.61083   -31.92583   18.37   14911   154
201.61375   -34.12556   16.46   2310    5
201.62458   -33.13528   16.40   14101   41
201.62750   -27.85333   16.00   12578   45
201.63250   -30.22278   0.00    10091   45
201.63625   -31.51306   18.76   14685   20
201.64042   -31.94889   17.57   15217   192
201.64083   -27.53417   16.00   10590   45
201.64375   -30.79250   18.55   14464   30
201.64375   -31.31278   19.07   14234   20
201.64583   -31.38333   18.92   9771    15
201.64667   -31.34694   17.53   13701   45
201.64792   -30.99333   17.38   14273   10
201.64917   -31.72861   16.36   14556   32
201.65292   -31.69000   17.30   14555   48
201.65333   -31.15639   17.90   14329   52
201.65417   -31.00639   18.08   15692   10
201.66042   -31.86861   17.53   8153    10
201.66083   -31.17139   19.42   14150   43
201.66250   -31.20972   16.32   12495   72
201.66625   -31.10417   16.60   14437   43
201.67292   -27.63361   15.00   10861   9
201.67583   -31.48278   16.07   13275   38
201.68500   -30.36250   14.37   274 65
201.68792   -31.32111   19.15   14831   60
201.68833   -27.50722   16.00   13068   20
201.68833   -29.36528   16.80   14343   37
201.69000   -31.76472   17.53   12295   50
201.69208   -31.52861   16.00   14660   117
201.69458   -31.35389   19.07   13990   102
201.69667   -29.88139   13.85   4133    36
201.69833   -29.48028   16.70   13601   88
201.69833   -30.48333   17.34   9957    12
201.70167   -29.46194   14.16   13774   28
201.70208   -31.57167   17.04   14657   30
201.70292   -31.99639   16.04   14751   35
201.70583   -36.75667   15.00   2496    16
201.70708   -31.39583   15.79   15190   11
201.70792   -30.63250   17.81   14555   68
201.70958   -27.53778   16.00   14054   21
201.71500   -31.97472   17.80   14592   59
201.71583   -31.68611   17.96   15121   178
201.71833   -31.38306   17.37   14089   81
201.71875   -31.84083   17.52   14934   30
201.71958   -32.00861   17.65   14389   22
201.72292   -31.87333   17.70   14547   57
201.72500   -31.31083   18.56   14512   10
201.72583   -31.80528   16.51   14548   42
201.72750   -37.05333   17.20   15438   24
201.72833   -31.99694   18.94   14569   146
201.72875   -34.17750   15.89   14909   34
201.73167   -31.97056   15.70   7878    40
201.73333   -31.41306   17.17   14212   35
201.73333   -31.42417   17.23   13029   35
201.73958   -32.19778   15.71   13839   84
201.73958   -31.93556   17.19   14662   64
201.74042   -34.31944   16.60   9066    68
201.74292   -29.49556   16.93   32893   84
201.74292   -31.50861   18.50   13122   32
201.74375   -32.24806   18.13   16589   97
201.74542   -37.32194   16.30   34590   49
201.74958   -31.96528   18.81   12843   198
201.75000   -31.25528   18.77   8234    56
201.75042   -31.23944   17.85   12678   94
201.75125   -31.35139   17.87   14999   43
201.75208   -30.24472   17.31   4224    10
201.75250   -29.19222   15.00   5022    41
201.75458   -30.07611   14.88   1866    78
201.75958   -31.08417   19.19   13022   179
201.76042   -31.37444   18.69   34668   115
201.76125   -29.49806   16.79   33711   72
201.76375   -31.87306   17.38   15479   59
201.76458   -31.22528   14.92   16332   122
201.76500   -32.27361   18.49   16425   57
201.76792   -31.33556   17.39   14986   68
201.76917   -27.94250   0.00    1858    60
201.77042   -29.46667   16.55   33229   53
201.77708   -27.95639   14.44   2023    37
201.77750   -31.86111   16.63   15246   50
201.78042   -32.00361   18.25   15798   10
201.78333   -31.52889   18.54   37047   75
201.78708   -31.35667   17.57   14905   67
201.78875   -27.54694   16.00   10512   71
201.78875   -31.54444   18.85   15436   65
201.78917   -31.11139   17.84   13408   114
201.78958   -31.63889   15.97   14948   54
201.78958   -32.15528   18.54   13791   167
201.79083   -31.45694   19.33   39357   103
201.79250   -37.08333   15.72   14367   76
201.79417   -33.80222   16.50   15034   42
201.79542   -31.90389   18.67   13140   95
201.79625   -31.62444   17.63   14106   63
201.79708   -29.42583   16.35   13697   102
201.80000   -29.58750   16.29   14081   45
201.80167   -28.73861   16.14   9467    10
201.80417   -31.93139   16.81   14623   41
201.80458   -36.42611   15.62   14520   36
201.80542   -31.14417   18.51   13890   8
201.80667   -31.39861   17.23   14087   26
201.80833   -31.98778   18.26   14528   10
201.80875   -31.63917   17.87   17238   32
201.80875   -31.73444   18.03   -6  38
201.81083   -31.89528   19.12   7959    19
201.81333   -31.50472   19.30   13751   75
201.81542   -32.28556   16.74   13019   42
201.82042   -37.13833   15.30   15314   35
201.82250   -29.40528   17.25   4395    75
201.82750   -31.85278   19.63   15568   103
201.83000   -31.14444   18.98   12766   44
201.83083   -31.90389   18.92   37199   28
201.83292   -31.91389   17.64   13619   82
201.83417   -36.49389   15.31   14637   25
201.83500   -32.20444   18.98   13359   106
201.84167   -31.67333   17.87   13103   23
201.84667   -27.75083   15.00   10264   45
201.84708   -31.37722   18.34   13720   191
201.84750   -27.57361   16.00   14176   21
201.85125   -29.44444   14.91   4481    39
201.85208   -32.30000   15.48   14176   82
201.85292   -31.67861   17.40   14971   80
201.86250   -31.68528   17.37   13499   70
201.86292   -31.59083   18.54   13523   36
201.86375   -31.72222   17.80   13612   35
201.87167   -30.67111   17.32   14136   31
201.87333   -31.39028   14.70   14281   21
201.87375   -30.55861   17.13   14150   10
201.88042   -31.48278   19.30   15818   173
201.88083   -31.59250   17.85   15793   66
201.88083   -31.50028   18.03   13364   32
201.88167   -31.41139   17.86   14141   70
201.88417   -31.37806   18.70   15331   64
201.88500   -27.87222   14.77   10150   10
201.88625   -31.27306   18.16   13961   119
201.88708   -32.19333   19.14   14474   179
201.88792   -31.36972   17.91   13730   30
201.88792   -31.54917   18.85   15257   49
201.88917   -29.29111   15.57   33217   57
201.88958   -31.42417   17.78   15022   51
201.89292   -30.38417   18.26   13901   16
201.89583   -31.54972   16.57   12815   40
201.89625   -31.26167   16.11   15073   51
201.90125   -30.98000   17.91   13093   79
201.90208   -29.56222   12.60   3884    11
201.90292   -31.49972   19.52   15523   57
201.90667   -31.46361   17.91   13962   26
201.90750   -31.71972   17.49   13392   26
201.90750   -31.66556   19.33   15149   89
201.90833   -31.51139   18.54   14652   40
201.91208   -29.35778   16.56   23174   55
201.91292   -31.53972   16.29   14263   23
201.91583   -31.45778   18.62   16572   38
201.91583   -31.60222   18.64   14270   33
201.92000   -31.66000   19.36   14684   129
201.92458   -29.23750   15.56   4196    40
201.92833   -31.59139   18.68   14547   39
201.93125   -31.14333   17.74   12830   71
201.93500   -31.52833   17.75   14158   16
201.93542   -31.53000   0.00    14312   59
201.93583   -31.47861   17.24   13889   21
201.93958   -31.79750   15.49   13186   52
201.94125   -31.85472   19.14   14562   17
201.94167   -31.28833   0.00    38251   100
201.94250   -31.40472   17.02   14284   37
201.94292   -29.43222   16.56   13511   48
201.94333   -35.07472   16.50   7451    48
201.94417   -31.45444   16.66   13585   20
201.94833   -31.64167   18.28   13975   24
201.94833   -31.51611   18.84   15674   53
201.94917   -31.41417   16.98   14129   20
201.94958   -31.23333   16.85   15428   8
201.95125   -32.62111   15.66   11832   16
201.95208   -31.47944   16.89   15728   24
